"id","inqno","fdate","remark","ndate","datetime","user_id"
"954","2029","2021-03-15","Firm Requirements. Due to present raw-materials prices. Not yet finalize.","2021-03-30","2021-03-15 00:00:00.000000","3011"
"955","2033","2021-03-02","Commercial offer submitted / As per discussion and final negotiation , they will place the order.","2021-04-01","2021-03-02 00:00:00.000000","3048"
"956","2046","2021-04-22","Tender stage enquiry will take time. ","2021-06-06","2021-04-22 00:00:00.000000","3044"
"957","2048","2021-03-23","Offer submitted / revised technical data sheet submitted for approval in technip.","2021-04-12","2021-03-23 00:00:00.000000","3048"
"958","2049","2021-03-09","It is for PGCIL Meghalaya and they are submitting their bid.","2021-04-13","2021-03-09 00:00:00.000000","3053"
"959","2050","2021-03-09","We have submitted the offer and it is for a MPPTCL Tender","2021-04-13","2021-03-09 00:00:00.000000","3053"
"960","2051","2021-03-09","Offer has been submitted and it is a budgetary tender for Maruti Suzuki Substation project.","2021-04-13","2021-03-09 00:00:00.000000","3053"
"961","2052","2021-03-09","It is for their instrumentation panel which they supply is various industries. They are under followup.","2021-04-08","2021-03-09 00:00:00.000000","3053"
"962","2055","2021-03-02","Offer submitted / Under follow up","2021-03-22","2021-03-02 00:00:00.000000","3048"
"963","2056","2021-03-15","It is under technical evluation, yet to finalized due to copper rates. ","2021-04-04","2021-03-15 00:00:00.000000","3011"
"964","2060","2021-05-01","Under follow up, we are considered for final negotiation .","2021-05-08","2021-05-01 00:00:00.000000","3033"
"965","2069","2021-03-02","Commercial offer submitted.","0000-00-00","2021-03-02 00:00:00.000000","3048"
"966","2070","2021-03-20","PO Received.","2021-03-30","2021-03-20 00:00:00.000000","3011"
"967","2071","2021-03-17","Offer has been submitted and they are under follow up.","2021-05-26","2021-03-17 00:00:00.000000","3053"
"968","2073","2021-03-17","Offer is submitted and it is to be finalised this week, we have provided a revised offer and are waiting for their counter rates.","2021-03-27","2021-03-17 00:00:00.000000","3053"
"969","2074","2021-03-20","Budgetory offer. Tender shall open in April-21.","2021-04-19","2021-03-20 00:00:00.000000","3011"
"970","2076","2021-03-02","Commercial offer submitted, they will place an order after offer review.","2021-03-12","2021-03-02 00:00:00.000000","3048"
"971","2077","2021-05-01","Tender stage enquiry shall take time. ","2021-05-31","2021-05-01 00:00:00.000000","3033"
"972","2079","2021-03-19","Repeated enquiry for PGCIL Project. ","2021-04-18","2021-03-19 00:00:00.000000","3033"
"973","2085","2021-07-21","They will intimate us at the time of finalise.","2021-08-20","2021-07-21 00:00:00.000000","3044"
"974","2088","2021-03-17","We have provided our best rates and received counter rates from their end, they are under folllow up,.","2021-03-27","2021-03-17 00:00:00.000000","3053"
"975","2091","2021-04-22","Tender stage enquiry will take time. ","2021-05-22","2021-04-22 00:00:00.000000","3033"
"976","2097","2021-03-10","Commercial offer submitted / Under finalization","2021-03-20","2021-03-10 00:00:00.000000","3048"
"977","2098","2021-06-28","Budgetary offer, they will let us know about tender opening.","2021-07-28","2021-06-28 00:00:00.000000","3044"
"978","2113","2021-06-01","Project on Hold","2021-06-21","2021-06-01 00:00:00.000000","3001"
"979","2114","2021-03-11","Commercial offer submitted, we are in touch","2021-04-05","2021-03-11 00:00:00.000000","3048"
"980","2116","2021-06-29","They have bagged the order and we have received their firm purchase inquiry. We shall grab the order for this project. As discussed it shall be finalised by July end.","2021-07-29","2021-06-29 00:00:00.000000","3053"
"981","2117","2021-03-10","Commercial offer submitted / Under Follow up","2021-03-25","2021-03-10 00:00:00.000000","3048"
"982","2118","2021-03-15","It is under technical evluation, yet to finalized due to copper rates. ","2021-04-09","2021-03-15 00:00:00.000000","3011"
"983","2121","2021-03-10","Offer submitted / we have won the job.","0000-00-00","2021-03-10 00:00:00.000000","3048"
"984","2123","2021-03-10","Offer submitted / Data sheet submitted , they will send PO copy within 2-3 days","2021-04-04","2021-03-10 00:00:00.000000","3048"
"985","2124","2021-03-10","Commercial offer Submitted. Under follow-up","2021-04-04","2021-03-10 00:00:00.000000","3048"
"986","2132","2021-03-09","We have submitted the offer for flexible cables and screened cables are pending due to technical confirmation from client end. Once they submit GTP we shall quote the same.","2021-04-08","2021-03-09 00:00:00.000000","3053"
"987","2133","2021-07-21","They will intimate us at the time of finalise.","2021-08-05","2021-07-21 00:00:00.000000","3044"
"988","2135","2021-03-10","Budgetory offer submitted.
Under follow up","2021-04-04","2021-03-10 00:00:00.000000","3048"
"989","2136","2021-03-20","Firm Requirements. Presently It is under technical evaluation. L&T shall ask for price offer.","2021-04-09","2021-03-20 00:00:00.000000","3011"
"990","2139","2021-03-22","Will get order. ","2021-04-01","2021-03-22 00:00:00.000000","3011"
"991","2140","2021-07-21","They will intimate us at the time of finalise.","2021-08-15","2021-07-21 00:00:00.000000","3044"
"992","2147","2021-04-14","Tender evluation is being done, will inform us by end  of May. ","2021-05-14","2021-04-14 00:00:00.000000","3053"
"993","2149","2021-03-11","Budgetory Offer Submitted / Will take some time / Under follow up","2021-04-10","2021-03-11 00:00:00.000000","3048"
"994","2151","2021-03-20","Bidding Stage. Tender shall open in April-21.","2021-04-14","2021-03-20 00:00:00.000000","3011"
"995","2160","2021-03-15","Commercial offer submitted under follow up","2021-04-14","2021-03-15 00:00:00.000000","3048"
"996","2169","2021-03-15","Budgetory offer submitted , Under Follow up","2021-04-09","2021-03-15 00:00:00.000000","3048"
"997","2174","2021-03-20","Firm Requirements. It is under technical review.","2021-03-30","2021-03-20 00:00:00.000000","3011"
"998","2175","2021-03-22","Tender stage enquiry shall take time. ","2021-04-21","2021-03-22 00:00:00.000000","3033"
"999","2177","2021-03-16","Budgetory offer submitted, it will take time .Under followup","2021-04-10","2021-03-16 00:00:00.000000","3048"
"1000","2178","2021-03-19","We have asked for samples  from them will be provided bu them also will inform us. ","2021-04-03","2021-03-19 00:00:00.000000","3053"
"1001","2180","2021-03-31","We have submitted offer our rates are on higher side & will finalized after some time. ","2021-04-10","2021-03-31 00:00:00.000000","3044"
"1002","2181","2021-03-19","Tender stage enquiry will take time. ","2021-05-08","2021-03-19 00:00:00.000000","3033"
"1003","2183","2021-03-19","Submitted offer on higher rates due to DFCCL. Under follow up. ","2021-04-03","2021-03-19 00:00:00.000000","3033"
"1004","2184","2021-03-31","Yet to finalized. ","2021-04-10","2021-03-31 00:00:00.000000","3053"
"1005","2186","2021-03-16","Commercial offer submitted , We are in touch. Technical submission in process.","2021-03-26","2021-03-16 00:00:00.000000","3048"
"1006","2187","2021-03-31","Yet to finalized. ","2021-04-10","2021-03-31 00:00:00.000000","3053"
"1007","2190","2021-07-19","Bidding Stage. Tender shall open in Aug-21.","2021-08-18","2021-07-19 00:00:00.000000","3011"
"1008","2191","2021-03-23","Commercial Offer submitted","2021-04-17","2021-03-23 00:00:00.000000","3048"
"1009","2199","2021-03-31","We have submitted offer & will follow up. ","2021-04-05","2021-03-31 00:00:00.000000","3033"
"1010","2200","2021-07-19","Following-up. But no response.","2021-08-18","2021-07-19 00:00:00.000000","3011"
"1011","2206","2021-07-21","They are waiting for the PGCIL clerance.","2021-08-20","2021-07-21 00:00:00.000000","3044"
"1012","2207","2021-07-19","Budgetory offer. It will take time.","2021-08-18","2021-07-19 00:00:00.000000","3011"
"1013","2208","2021-07-21","They are doing technical review, they will provide us quntity with technical clearnce.","2021-08-20","2021-07-21 00:00:00.000000","3044"
"1014","2209","2021-06-29","They have submitted the prices further for the export job and they are awaiting the response.","2021-08-03","2021-06-29 00:00:00.000000","3053"
"1015","2212","2021-04-03","Under follow up will take time. ","2021-04-13","2021-04-03 00:00:00.000000","3011"
"1016","2213","2021-05-01","Tender stage enquiry will take time. ","2021-06-30","2021-05-01 00:00:00.000000","3033"
"1017","2215","2021-03-25","Tender stage enquiry shall take time. ","2021-04-24","2021-03-25 00:00:00.000000","3033"
"1018","2216","2021-03-31","Revised BOQ received, will quote. ","2021-04-15","2021-03-31 00:00:00.000000","3053"
"1019","2218","2021-03-22","They have received the rates yet to finalized. ","2021-04-21","2021-03-22 00:00:00.000000","3033"
"1020","2221","2021-03-22","Tender stage enquiry shall take time. ","2021-04-21","2021-03-22 00:00:00.000000","3048"
"1021","2222","2021-03-31","We have discussed with them & informed that will give material within 3 to 4 weeks. ","2021-04-03","2021-03-31 00:00:00.000000","3033"
"1022","2232","2021-03-31","Offer submitted / Under follow up","2021-04-25","2021-03-31 00:00:00.000000","3048"
"1023","2234","2021-03-31","Commercial offer submitted / Budgetory enquiry will take time","2021-04-20","2021-03-31 00:00:00.000000","3048"
"1024","2237","2021-04-03","Price submitted on portal. Under follow up. ","2021-05-18","2021-04-03 00:00:00.000000","3011"
"1025","2238","2021-04-13","Under follow up.We have submitted our most discounted rates.","2021-05-08","2021-04-13 00:00:00.000000","3044"
"1026","2239","2021-03-25","Tender stage enquiry shall take time. ","2021-04-24","2021-03-25 00:00:00.000000","3011"
"1027","2241","2021-07-21","Budgetary offer, they will let us know about tender opening.","2021-08-20","2021-07-21 00:00:00.000000","3044"
"1028","2242","2021-03-31","Revised rates need to be submitted, ","2021-04-30","2021-03-31 00:00:00.000000","3044"
"1029","2247","2021-04-05","Underfollow up","2021-04-15","2021-04-05 00:00:00.000000","3053"
"1030","2257","2021-04-03","We have submitted GTP & Offer needs to be sent after their confirmation. ","2021-04-10","2021-04-03 00:00:00.000000","3011"
"1031","2258","2021-03-31","Revised rates have been submitted under follow up. ","2021-04-15","2021-03-31 00:00:00.000000","3044"
"1032","2259","2021-04-03","It is under follow up.will take time. ","2021-04-18","2021-04-03 00:00:00.000000","3011"
"1033","2261","2021-03-31","We have got the order. ","2021-04-05","2021-03-31 00:00:00.000000","3033"
"1034","2265","2021-03-31","Under follow up. ","2021-04-10","2021-03-31 00:00:00.000000","3044"
"1035","2272","2021-03-25","Tender stage enquiry Offer submitted will take time. ","2021-04-24","2021-03-25 00:00:00.000000","3033"
"1036","2274","2021-03-31","Order will placed by Gaurav Ele. ","2021-04-15","2021-03-31 00:00:00.000000","3053"
"1037","2276","2021-03-31","Offer  & data sheet submitted, we have chance to get an order for ONGC Kalol Project under follow up. ","2021-04-15","2021-03-31 00:00:00.000000","3053"
"1038","2279","2021-03-31","Offer will be submitted within two days. ","2021-04-10","2021-03-31 00:00:00.000000","3033"
"1039","2280","2021-03-31","Commercial offer submitted / Budgetory enquiry will take time","2021-05-05","2021-03-31 00:00:00.000000","3048"
"1040","2281","2021-04-01","Commercial offer Submitted. Under follow-up","2021-04-16","2021-04-01 00:00:00.000000","3048"
"1041","2283","2021-03-31","Commercial offer submitted / Budgetory enquiry will take time","2021-04-25","2021-03-31 00:00:00.000000","3048"
"1042","2284","2021-07-21","Under follow up. They will consider us for finalisation.","2021-08-15","2021-07-21 00:00:00.000000","3044"
"1043","2286","2021-04-14","Have submitted offer , will take time. ","2021-05-29","2021-04-14 00:00:00.000000","3053"
"1044","2287","2021-04-03","Budgetory enquiry will take time. ","2021-06-02","2021-04-03 00:00:00.000000","3011"
"1045","2293","2021-07-21","Budgetary offer, they will let us know about tender opening.","2021-09-19","2021-07-21 00:00:00.000000","3044"
"1046","2295","2021-03-31","Offer will be submitted within two days. ","2021-04-10","2021-03-31 00:00:00.000000","3033"
"1047","2304","2021-07-21","Under follow up. They will consider us for finalisation.","2021-08-15","2021-07-21 00:00:00.000000","3044"
"1048","2309","2021-03-31","Offer will be submitted within two days. ","2021-04-25","2021-03-31 00:00:00.000000","3033"
"1049","2310","2021-04-23","We have submitted the offer and it for 6 different sites of TSTRANSCO. They are under follow up.","2021-06-07","2021-04-23 00:00:00.000000","3053"
"1050","2319","2021-04-01","Budgetory offer submitted","2021-05-06","2021-04-01 00:00:00.000000","3048"
"1051","2321","2021-04-23","WE have submitted the offer and they are under follow up.","2021-05-23","2021-04-23 00:00:00.000000","3053"
